district,latitude,longitude,aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
Comilla,23.452178,91.289433,0.129,0.0,0.13978,0.3686,0.00093,0.0,0.00172,0.8196,0.5586,1.0,0.0,0.00507,3.656,0.1952,0.000188,2.095,0.0,0.00583,0.00235,0.00482,0
Comilla,23.564321,91.40832,0.9561,0.9095,0.0637,0.4766,0.00112,0.2475,0.00307,0.4273,0.0,0.0,0.0,0.00401,6.575,0.201,0.000107,3.442,0.5206,0.00329,0.00958,0.00131,0
Comilla,23.27148,90.977349,0.5813,0.2484,0.0114,0.2105,0.00093,0.7462,0.00187,0.0651,0.5673,0.0,1.0,0.00545,9.737,0.025,0.000145,1.88,0.2527,0.00417,0.00269,0.0034,0
Comilla,23.2438,91.283308,0.1443,0.1092,0.01743,0.7391,0.00032,0.0,0.00677,0.2011,0.3236,0.0,0.0,0.00259,12.778,0.1858,3.5e-05,1.021,0.4225,0.00291,0.0028,0.00113,0
Comilla,23.445589,91.121854,0.1277,0.0,0.06288,0.202,0.00061,0.6142,0.00258,0.3227,0.4093,0.0,0.0,0.0016,4.474,0.1165,8.6e-05,1.02,0.5542,0.00463,0.00297,0.00087,0
Comilla,23.536414,90.996137,0.1685,0.8188,0.01169,0.2658,0.00054,0.8275,0.00084,0.5431,0.1803,1.0,0.0,0.02568,12.57,0.0021,7.5e-05,3.082,0.0,0.00164,0.00311,0.00275,0
Comilla,23.410125,91.186584,0.2082,1.4261,0.07084,0.4886,0.00294,0.5484,0.00582,0.4812,0.5295,1.0,1.0,0.00066,11.241,0.1324,7.2e-05,0.901,0.4292,0.00239,0.00369,0.00049,0
Comilla,23.273544,91.002891,0.118,0.1396,0.13393,0.3154,0.00208,0.7314,0.00208,0.0,1.102,0.0,0.0,0.0077,7.328,0.2172,0.000157,4.231,0.5489,0.00533,0.00458,0.00058,0
Comilla,23.253324,90.997636,0.2277,0.3937,0.08007,0.1925,0.00028,1.1316,0.0045,0.5619,0.7593,0.0,0.0,0.01712,0.822,0.0899,5e-05,4.054,0.2109,0.00684,0.00233,0.00216,0
Comilla,23.305316,91.191949,0.0398,1.7957,0.23901,0.367,0.00181,0.6179,0.00661,0.2723,1.096,0.0,0.0,0.0042,7.504,0.1838,0.000123,3.623,0.1003,0.00594,0.00279,0.00201,0
Comilla,23.419724,91.30334,0.2559,0.6929,0.04228,0.4729,0.00045,0.7511,0.00748,0.1565,0.7404,1.0,0.0,0.00861,7.164,0.2038,0.000168,1.452,0.1116,0.00203,0.00142,0.00103,0
Comilla,23.33364,91.162204,0.2607,1.3358,0.19915,0.2779,0.00128,0.048,0.01878,0.5928,0.6748,0.0,0.0,0.01617,3.652,0.17,7.4e-05,2.117,0.2364,0.00519,0.00862,0.00127,0
Comilla,23.239167,90.949942,0.0575,0.801,0.0166,0.423,0.00034,0.9599,0.00747,0.5635,0.8862,0.0,0.0,0.0033,4.652,0.2002,0.000129,1.584,0.3219,0.00849,0.00745,0.00121,0
Comilla,23.389757,91.076713,0.36,1.2336,0.24075,0.3074,0.00096,0.3508,0.02598,0.5445,0.4904,0.0,0.0,0.02238,11.08,0.1841,0.000228,3.097,0.1329,0.01712,0.00271,0.00128,0
Comilla,23.247179,91.378553,0.6501,0.9321,0.12687,0.5323,0.00037,0.4879,0.0016,0.464,0.9664,0.0,0.0,0.00364,0.966,0.3207,7.2e-05,0.452,0.2379,0.00443,0.00236,0.00123,0
Comilla,23.488029,91.403416,0.2683,1.3205,0.07024,0.13,0.00107,0.1204,0.00271,0.47,0.3314,0.0,0.0,0.00723,3.515,0.0357,8e-05,1.273,0.4068,0.00773,0.00798,0.0009,0
Comilla,23.290142,91.282059,0.264,1.7343,0.06779,0.5296,0.00084,0.5104,0.0024,0.2444,0.9515,1.0,0.0,0.00512,2.876,0.2052,0.000135,1.453,0.3604,0.01004,0.00165,0.00063,0
Comilla,23.335472,91.100219,0.1871,1.1623,0.19132,0.3095,0.0009,0.6345,0.00618,0.3256,0.1567,0.0,0.0,0.00649,4.715,0.1016,0.000186,1.129,0.1454,0.00477,0.00638,0.00088,0
Comilla,23.339476,90.948455,0.1368,0.9687,0.07047,0.4704,0.00038,0.421,0.01235,0.3692,0.5514,1.0,0.0,0.01353,3.328,0.1643,4.9e-05,0.68,0.2237,0.00532,0.00159,0.00163,0
Comilla,23.290143,91.16583,0.5676,0.0846,0.28576,0.2965,0.00087,0.357,0.00547,0.6557,0.9249,0.0,0.0,0.03214,10.507,0.0,7.9e-05,1.851,0.0,0.00214,0.00177,0.00267,0
Chandpur,23.050186,90.517344,0.2474,0.8061,0.05786,0.2905,0.0004,0.141,0.00309,0.2681,0.8952,1.0,1.0,0.03002,2.211,0.3792,0.000319,0.359,0.1213,0.00441,0.00195,0.00069,0
Chandpur,23.382821,90.639767,0.1346,0.422,0.23492,0.3437,0.00034,0.6081,0.0073,0.3273,0.5448,0.0,0.0,0.00518,6.471,0.2021,0.000156,2.053,0.1737,0.00092,0.00222,0.00269,0
Chandpur,23.038881,90.62448,0.4992,0.2983,0.26135,0.2145,0.00133,0.4006,0.00125,0.3284,1.3914,1.0,1.0,0.01003,10.316,0.0895,0.000181,0.655,0.578,0.0049,0.00204,0.0004,0
Chandpur,23.294472,90.783435,0.3313,0.1954,0.07932,0.2456,0.00096,0.517,0.00804,0.5484,0.5724,0.0,1.0,0.00753,7.833,0.09,0.000221,1.816,0.482,0.00214,0.00203,0.00158,0
Chandpur,23.442863,90.797735,0.7214,0.6892,0.18786,0.3758,0.00251,0.0677,0.00345,0.4872,0.2427,1.0,0.0,0.01178,10.676,0.046,0.000102,1.414,0.2306,0.00614,0.00156,0.00076,0
Chandpur,23.436219,90.47124,0.2283,1.2787,0.19381,0.2722,0.00052,0.4682,0.0039,0.6424,0.2281,1.0,0.0,0.01474,11.111,0.0,0.000206,1.471,0.7649,0.00589,0.0043,0.00231,0
Chandpur,23.230935,90.839904,0.0753,0.3371,0.06599,0.2335,0.00242,0.4659,0.01028,0.3423,0.5656,1.0,0.0,0.01106,11.824,0.0983,0.000132,1.955,0.3278,0.0043,0.0035,0.00115,0
Chandpur,23.335761,90.434587,0.0973,1.2492,0.08023,0.0969,0.0004,0.8374,0.02861,0.5469,0.0,0.0,0.0,0.01865,5.94,0.1068,8e-05,0.501,0.0,0.00355,0.00725,0.00059,0
Chandpur,23.398636,90.543979,0.6185,0.5424,0.27369,0.2742,0.00076,0.462,0.00894,0.6197,0.7073,1.0,0.0,0.00479,13.749,0.0679,0.00011,0.562,0.7116,0.00425,0.0039,0.00157,0
Chandpur,23.382586,90.72119,0.4263,1.0607,0.08826,0.3175,0.0003,0.9011,0.00217,0.1429,0.864,0.0,0.0,0.00672,0.911,0.0,8.3e-05,2.504,0.2269,0.00173,0.00292,0.00092,0
Chandpur,23.467452,90.605803,0.7267,0.3928,0.06341,0.3737,0.00118,0.9503,0.00166,0.3542,0.2589,1.0,0.0,0.00878,7.328,0.0,8.2e-05,2.51,0.1899,0.0025,0.00475,0.00163,0
Chandpur,23.183147,90.810645,0.3404,0.0,0.05443,0.015,0.00036,0.6008,0.00582,0.3743,0.185,1.0,0.0,0.00519,0.0,0.1635,0.000104,1.539,0.1468,0.00702,0.00367,0.00088,0
Chandpur,23.418696,90.616495,0.0808,0.8188,0.03738,0.2748,0.00056,0.4056,0.00313,0.5198,0.2377,1.0,0.0,0.01495,4.124,0.0318,0.000133,1.337,0.4061,0.00664,0.00162,0.00113,0
Chandpur,23.171731,90.672275,0.171,1.279,0.02082,0.4055,0.00148,0.6991,0.0022,0.8997,0.5316,1.0,0.0,0.00853,9.064,0.1256,3.7e-05,1.093,0.3216,0.00176,0.00303,0.00332,0
Chandpur,23.296559,90.495329,0.1815,0.8727,0.19986,0.4903,0.00124,0.2889,0.00862,0.4983,0.233,1.0,0.0,0.00256,11.328,0.2727,5.4e-05,1.694,0.1477,0.00961,0.00538,0.00255,0
Chandpur,23.242328,90.790101,0.2159,0.3245,0.01035,0.3029,0.002,0.7088,0.00322,0.2395,0.7737,1.0,1.0,0.01285,7.957,0.1131,0.000146,2.82,0.1629,0.00539,0.00535,0.00319,0
Chandpur,23.002165,90.519568,0.116,0.7459,0.05953,0.3587,0.00097,0.8336,0.00135,0.5164,0.5951,0.0,0.0,0.00585,2.507,0.0,9.9e-05,0.597,0.2439,0.00818,0.00302,0.00096,0
Chandpur,23.354184,90.728723,0.6257,0.9269,0.07063,0.28,0.00256,0.0,0.00476,0.1358,1.2429,0.0,0.0,0.01186,11.984,0.1478,0.00011,0.992,0.1783,0.00308,0.00268,0.00301,0
Chandpur,23.007843,90.498268,0.2767,0.0,0.07148,0.2676,0.00248,1.0223,0.00221,0.1644,1.0409,1.0,0.0,0.00732,7.58,0.3094,0.000106,1.392,0.1991,0.00281,0.00099,0.00334,0
Chandpur,23.239464,90.504339,0.4819,0.0,0.18678,0.1161,0.00053,0.5578,0.00659,0.8393,0.8302,1.0,0.0,0.00783,8.287,0.069,0.000139,1.775,0.0123,0.00408,0.00427,0.00622,0
Chandpur,23.206243,90.909324,0.3217,0.2505,0.05331,0.241,0.0006,1.039,0.00136,0.2475,0.3719,1.0,1.0,0.02159,0.0,0.1874,0.000161,1.959,0.2206,0.00323,0.003,0.00068,0
Chandpur,23.117029,90.522419,0.2924,1.2321,0.04115,0.2182,0.00109,0.0,0.00242,0.7634,0.2192,1.0,0.0,0.00791,13.794,0.2606,0.0001,1.37,0.4666,0.01027,0.00234,0.0018,0
Chandpur,23.129466,90.426632,0.2465,1.1576,0.05059,0.4404,0.00108,0.4847,0.00529,0.5554,0.6091,0.0,0.0,0.01182,2.904,0.1886,8.3e-05,2.268,0.2369,0.00239,0.00179,0.00108,0
Chandpur,23.074916,90.907997,0.3241,0.0,0.09117,0.3781,0.00127,0.0801,0.00346,0.1841,0.8991,1.0,0.0,0.00386,7.173,0.0,8.1e-05,1.853,0.5382,0.00804,0.00141,0.00092,0
Chandpur,23.060381,90.632203,0.3226,0.5504,0.06466,0.4573,0.00249,0.8592,0.00103,0.3838,1.1234,0.0,0.0,0.02113,6.73,0.2573,0.000146,0.0,0.3667,0.00685,0.00329,0.00289,0
Chandpur,23.176061,90.466845,0.291,0.3227,0.03901,0.7403,0.0014,0.6555,0.00721,0.1944,0.0868,0.0,0.0,0.00391,13.736,0.1647,0.000168,1.078,0.0997,0.00323,0.00113,0.00061,0
Chandpur,23.154253,90.449772,0.2532,1.6253,0.18405,0.423,0.00116,0.3112,0.01733,0.3609,0.6892,0.0,0.0,0.001,3.535,0.0,0.000166,2.282,0.7271,0.01111,0.00086,0.00193,0
Chandpur,23.412616,90.496342,0.2247,0.7557,0.01527,0.3087,0.00162,0.3638,0.00948,0.3469,0.8053,0.0,0.0,0.00873,1.927,0.2372,0.000112,2.687,0.0802,0.00317,0.00404,0.00076,0
Chandpur,23.126597,90.823489,0.8507,0.3813,0.07668,0.1704,0.00047,0.0,0.00079,0.3747,0.3269,0.0,0.0,0.01804,12.197,0.1218,7.2e-05,0.566,0.3883,0.0062,0.00205,0.00069,0
Chandpur,23.250585,90.520768,0.1383,0.993,0.01869,0.0757,0.0005,0.147,0.00691,0.3975,0.5481,1.0,0.0,0.02922,0.675,0.3492,0.000172,2.109,0.0696,0.00315,0.00309,0.00096,0
Chandpur,23.150461,90.711743,0.3266,0.8757,0.05667,0.6795,0.00504,0.4122,0.00436,0.2013,0.2639,1.0,0.0,0.00341,5.568,0.3371,0.00016,3.694,0.3045,0.0026,0.00252,0.00053,0
Chandpur,23.384985,90.563749,0.1171,1.0755,0.04649,0.221,0.0009,0.28,0.00879,0.1355,0.7227,0.0,0.0,0.00827,13.986,0.3433,0.000229,1.101,0.0305,0.0061,0.00126,0.00114,0
Chandpur,23.108035,90.646084,0.2065,0.7794,0.10452,0.4516,0.00032,0.0576,0.00262,1.1058,0.2267,1.0,1.0,0.00351,6.423,0.168,0.000365,0.874,0.156,0.00535,0.00174,0.00109,0
Chandpur,22.991805,90.754684,0.1094,1.6755,0.19195,0.0,0.0004,0.4905,0.00224,0.6679,0.394,1.0,0.0,0.00848,6.82,0.1133,0.0001,4.561,0.0823,0.00821,0.00423,0.00069,0
Chandpur,23.025886,90.75309,0.4415,0.5855,0.12719,0.3371,0.00087,0.7894,0.00236,0.3981,0.8637,0.0,0.0,0.00273,3.731,0.1521,6.5e-05,0.699,0.2141,0.00545,0.00511,0.00114,0
Chandpur,23.309311,90.773657,0.1307,1.0494,0.02142,0.1503,0.00036,0.3974,0.00147,0.0491,0.6284,0.0,0.0,0.01182,10.933,0.1132,0.000249,2.232,0.5233,0.01208,0.0094,0.00159,0
Chandpur,22.991522,90.785227,0.5662,0.6616,0.1052,0.5024,0.00043,0.2985,0.01558,0.4049,0.6963,0.0,1.0,0.01305,8.75,0.1442,0.00012,3.309,0.0369,0.00746,0.00541,0.00047,0
Chandpur,23.168783,90.52615,0.1758,1.1537,0.02931,0.4154,0.00177,0.7331,0.00263,0.2945,0.5985,1.0,0.0,0.01455,14.964,0.2088,0.000235,1.766,0.4429,0.00519,0.00367,0.00052,0
Chandpur,23.28536,90.732392,0.1127,0.9552,0.2643,0.4936,0.00073,0.1618,0.00399,0.411,1.2146,0.0,0.0,0.0121,12.375,0.2373,0.000157,2.399,0.5275,0.00154,0.00188,0.00153,0
Chandpur,23.278805,90.501092,0.1193,0.1642,0.03022,0.415,0.0003,0.1541,0.00083,0.3172,0.7382,1.0,0.0,0.01794,4.472,0.3105,7.1e-05,1.907,0.3024,0.00164,0.00369,0.00108,0
Chandpur,23.304453,90.844742,0.3599,1.4029,0.20848,0.1933,0.00358,0.219,0.01198,0.4234,0.6709,1.0,0.0,0.00659,7.899,0.123,0.000186,0.0,0.6211,0.00233,0.00205,0.00133,0
Chandpur,23.303885,90.585409,0.1325,0.0697,0.16163,0.2537,0.00116,0.8574,0.00237,0.0,0.6414,0.0,0.0,0.00595,11.618,0.2059,0.00026,3.677,0.2046,0.00132,0.00255,0.00253,0
Chandpur,23.13258,90.708115,0.1636,1.3306,0.78717,0.0098,0.00098,0.37,0.00637,0.3701,0.0,1.0,0.0,0.00609,6.345,0.128,0.000103,1.051,0.5628,0.00505,0.00152,0.00166,0
Chandpur,23.209135,90.778779,0.3679,0.4737,0.04594,0.329,0.00233,0.3166,0.00415,0.662,0.5777,1.0,0.0,0.0065,9.349,0.1022,3.9e-05,2.516,0.2219,0.00366,0.00333,0.0016,0
Chandpur,23.443249,90.845333,0.0267,1.3839,0.05899,0.505,0.00113,0.2675,0.00617,0.2525,0.806,0.0,0.0,0.00176,12.012,0.1534,0.000164,0.0,0.2229,0.00638,0.0016,0.00223,0
Chandpur,23.146677,90.488116,0.2301,0.5927,0.1119,0.2275,0.00344,0.2827,0.00874,0.3507,0.5495,1.0,0.0,0.00614,6.371,0.0758,0.000115,1.035,0.5374,0.00587,0.00493,0.00187,0
Chandpur,23.054355,90.824615,0.2292,0.8698,0.16136,0.2877,0.00075,0.5195,0.00457,0.5982,0.8242,0.0,0.0,0.03678,2.876,0.0,3.7e-05,0.521,0.6551,0.00489,0.0031,0.00141,0
Chandpur,23.104308,90.792065,0.1611,0.6979,0.02231,0.3021,0.00478,1.4353,0.00166,0.5128,0.4226,0.0,0.0,0.01697,7.227,0.023,9.8e-05,0.0,0.5213,0.01039,0.00142,0.00053,0
Chandpur,23.049393,90.667038,0.6244,1.1495,0.08596,0.2614,0.00108,0.3113,0.00263,0.4555,0.3201,0.0,0.0,0.02599,6.397,0.0461,0.000191,1.357,0.1292,0.00225,0.0035,0.00115,0
Chandpur,23.263563,90.421885,0.375,1.237,0.01941,0.2123,0.00151,0.5235,0.00386,0.8905,1.1951,1.0,0.0,0.0146,0.715,0.2557,0.000368,1.343,0.2706,0.00412,0.00301,0.0034,0
Chandpur,23.405277,90.48275,0.2114,1.3376,0.10419,0.2876,0.00249,0.8142,0.00195,0.554,0.3675,0.0,0.0,0.00562,3.263,0.2405,8.1e-05,0.944,0.5499,0.00929,0.00663,0.00147,0
Chandpur,23.228261,90.876443,0.5473,0.2749,0.00847,0.2008,0.00051,0.2083,0.00248,0.297,0.463,1.0,0.0,0.00482,4.033,0.1622,6.5e-05,3.436,0.5043,0.00501,0.00311,0.00024,0
Chandpur,23.055008,90.563589,0.2031,2.2715,0.10766,0.2317,0.00117,0.7173,0.00638,0.449,0.7424,0.0,0.0,0.01822,0.0,0.0572,4.2e-05,1.526,0.0249,0.00625,0.00447,0.00192,0
Chandpur,23.251163,90.701537,0.3102,0.3423,0.10921,0.4277,0.00092,0.5379,0.00269,0.2181,0.4646,0.0,1.0,0.00168,7.806,0.1463,0.000255,3.419,0.1199,0.00222,0.00164,0.00069,0
Chandpur,23.384509,90.603944,0.1431,0.6033,0.25691,0.4557,0.00054,0.0,0.00858,0.5528,1.1184,1.0,0.0,0.0319,10.056,0.0308,0.000184,2.058,0.3418,0.00308,0.0013,0.00111,0
Chandpur,23.319001,90.689753,0.118,0.1461,0.13048,0.2627,0.00175,0.3965,0.00328,0.4628,0.5052,1.0,0.0,0.00926,9.037,0.2072,0.000156,2.078,0.5566,0.00494,0.00309,0.00248,0
Chandpur,23.124426,90.671582,0.8458,1.9444,0.27335,0.2437,0.00084,0.0,0.00238,0.5399,0.0375,0.0,0.0,0.01067,7.17,0.087,0.000111,2.4,0.2546,0.0083,0.00419,0.00159,0
Chandpur,23.456556,90.918309,0.5083,1.0306,0.16825,0.0309,0.00068,0.2227,0.00185,0.508,0.502,1.0,1.0,0.00553,2.954,0.148,0.000123,0.577,0.3079,0.00202,0.00274,0.00059,0
Chandpur,23.358969,90.474197,0.7424,0.272,0.04851,0.4164,0.00097,0.185,0.00118,0.3032,0.9712,0.0,0.0,0.0629,6.368,0.3265,0.000198,3.022,0.0873,0.00351,0.00197,0.002,0
Chandpur,23.344784,90.533913,0.1663,0.0,0.05495,0.2368,0.004,0.5586,0.00326,0.5243,0.8844,0.0,1.0,0.00268,1.208,0.0319,7.4e-05,3.73,0.2809,0.0034,0.00134,0.00323,0
Chandpur,23.214518,90.763948,0.3227,0.5419,0.07514,0.3376,0.00072,1.1374,0.00966,0.5617,0.5207,0.0,0.0,0.00525,7.782,0.0941,8.5e-05,1.5,0.0882,0.00257,0.00183,0.00151,0
Chandpur,23.229659,90.632846,0.1497,0.0,0.35794,0.5617,0.00105,0.701,0.00233,0.881,0.6652,0.0,0.0,0.00112,7.087,0.0833,7.7e-05,1.753,0.6566,0.00309,0.00138,0.00199,0
Chandpur,23.143169,90.724197,0.3654,1.1049,0.10365,0.3132,0.00032,0.488,0.00988,0.3119,0.4413,1.0,0.0,0.00488,8.405,0.2516,3.6e-05,1.689,0.1528,0.00214,0.002,0.00042,0
Chandpur,23.039838,90.892132,1.0344,0.0337,0.16999,0.0712,0.00153,0.1614,0.00519,0.1692,0.8566,0.0,0.0,0.00307,11.997,0.1512,0.000338,1.786,0.1264,0.00479,0.00478,0.00149,0
Chandpur,23.340969,90.790411,0.2285,1.3946,0.12033,0.204,0.00208,0.7002,0.00191,0.6967,0.3796,1.0,1.0,0.00253,0.0,0.1142,8.7e-05,0.571,0.1876,0.00177,0.00084,0.00148,0
Chandpur,23.388915,90.665755,0.2056,1.0427,0.15291,0.517,0.0005,0.2453,0.00241,0.2678,0.1281,0.0,0.0,0.00772,3.309,0.1896,0.000178,1.491,0.2742,0.00217,0.00408,0.00175,0
Chandpur,23.034862,90.751404,0.1631,0.3984,0.04389,0.5258,0.00108,0.2804,0.00232,0.184,0.6488,0.0,1.0,0.00648,4.05,0.1125,1.3e-05,1.495,0.1395,0.01002,0.00129,0.0019,0
Chandpur,23.241724,90.700344,0.1597,1.2727,0.21728,0.1354,0.00179,0.3342,0.01494,0.3277,1.0307,0.0,0.0,0.0034,8.568,0.2573,0.000188,2.008,0.2115,0.00136,0.00088,0.00159,0
Chandpur,23.258971,90.644291,0.0404,0.2852,0.04053,0.414,0.00195,0.3548,0.01184,0.2321,1.0117,1.0,0.0,0.00991,2.364,0.1437,0.000101,2.642,0.4786,0.00445,0.00177,0.00224,0
Chandpur,22.983316,90.644452,0.1107,0.6831,0.16396,0.3799,0.00078,0.4412,0.0025,0.2389,0.5355,1.0,0.0,0.00372,0.0,0.0661,1.4e-05,2.543,0.2,0.01031,0.00408,0.00258,0
Chandpur,23.051189,90.793081,0.0916,0.9664,0.29714,0.2014,0.00125,0.1001,0.00763,0.5989,0.3715,0.0,0.0,0.00218,5.959,0.2532,0.000206,1.122,0.1546,0.00341,0.00545,0.00146,0
Chandpur,23.444632,90.492448,0.7051,1.5714,0.07384,0.3248,0.00074,0.573,0.00362,0.4025,1.0912,0.0,0.0,0.0173,7.933,0.0786,5.9e-05,2.166,0.3745,0.00173,0.0013,0.00057,0
Chandpur,23.026603,90.524579,0.1994,0.8109,0.06514,0.2053,0.00106,0.5951,0.00671,0.5199,0.7157,1.0,0.0,0.01021,6.607,0.421,0.000179,3.392,0.446,0.00251,0.00504,0.00179,0
Chandpur,23.038553,90.833137,0.3948,1.2457,0.17206,0.1461,0.00034,0.4387,0.01025,0.5215,1.0404,0.0,0.0,0.04303,3.701,0.0544,5.7e-05,3.167,0.4388,0.00401,0.00909,0.00053,0
Chandpur,23.063284,90.916758,0.5027,0.857,0.07134,0.3162,0.00078,0.262,0.00312,0.9214,0.658,0.0,0.0,0.00298,8.377,0.254,7e-05,3.128,0.2884,0.00424,0.00261,0.00103,0
Chandpur,23.148037,90.496471,0.1295,1.0885,0.09548,0.1806,0.00101,0.4466,0.00228,0.4384,0.5518,0.0,0.0,0.00522,11.374,0.016,4.1e-05,0.077,0.6279,0.00293,0.00307,0.00423,0
Chandpur,23.009452,90.755696,0.28,1.121,0.09888,0.4444,0.00139,0.4189,0.00289,0.6331,0.5824,1.0,0.0,0.00813,7.206,0.1051,0.000206,2.745,0.2613,0.00358,0.00273,0.00075,0
Chandpur,23.030476,90.722205,0.7205,0.2997,0.158,0.1663,0.00145,0.2435,0.01246,0.4139,0.4048,1.0,0.0,0.00471,6.289,0.1437,9.7e-05,2.541,0.372,0.00336,0.00675,0.00125,0
Chandpur,23.147444,90.553898,0.4266,0.5038,0.00921,0.1267,0.00066,0.5981,0.00746,0.545,1.058,0.0,0.0,0.00403,8.778,0.0084,6.7e-05,1.646,0.8648,0.0128,0.01038,0.00088,0
Chandpur,23.356813,90.486943,0.1801,0.1299,0.0313,0.325,0.00207,0.3543,0.00615,0.612,0.2417,0.0,0.0,0.00985,5.645,0.1642,4.6e-05,1.879,0.5661,0.00223,0.00094,0.00108,0
Chandpur,23.16882,90.585456,0.3506,1.4553,0.12284,0.2682,0.00157,0.8513,0.00517,0.5084,0.4986,0.0,0.0,0.00539,1.905,0.1586,0.000197,2.468,0.1622,0.00409,0.00216,0.00114,0
Chandpur,22.98467,90.911436,0.6549,0.0,0.03294,0.2738,0.00114,0.5864,0.00626,0.672,0.5431,0.0,0.0,0.00755,11.757,0.0594,5.1e-05,1.715,0.5991,0.0068,0.00082,0.00642,0
Chandpur,23.111079,90.437874,0.4879,0.4848,0.02835,0.2594,0.00181,0.9911,0.00152,0.122,1.0056,1.0,0.0,0.01284,8.379,0.2621,0.000124,1.62,0.3183,0.0144,0.00243,0.00549,0
Chandpur,23.360648,90.532501,0.1483,0.7636,0.05754,0.312,0.00279,1.0668,0.00258,0.4642,0.3036,1.0,0.0,0.01668,4.759,0.1095,0.000182,1.496,0.1142,0.00631,0.00259,0.00054,0
Chandpur,23.029122,90.504847,0.4614,0.7138,0.10889,0.1939,0.00213,0.7144,0.01287,0.842,0.6981,1.0,0.0,0.01072,3.237,0.1825,0.000122,1.496,0.2934,0.00248,0.00566,0.00523,0
Chandpur,23.294461,90.808909,0.6543,0.0,0.09763,0.1901,0.00084,0.4589,0.00314,0.252,1.2363,0.0,0.0,0.00951,12.592,0.1212,0.000119,1.049,0.0,0.00735,0.00075,0.00107,0
Chandpur,23.241445,90.488959,1.0923,1.2766,0.02453,0.067,0.00245,0.7367,0.00325,0.1193,0.5749,1.0,1.0,0.02241,6.932,0.1085,0.000198,2.946,0.0116,0.0158,0.00224,0.00135,0
Chandpur,23.082731,90.536097,0.1772,1.3822,0.03199,0.3275,0.00063,0.7777,0.00432,0.2017,0.6316,1.0,0.0,0.00456,6.935,0.1076,0.000163,2.09,0.1237,0.00447,0.00117,0.00273,0
Chandpur,23.464516,90.549199,0.5537,0.0,0.09251,0.3539,0.00021,0.4199,0.00386,0.6668,0.3908,0.0,0.0,0.00357,5.15,0.0882,0.000135,2.235,0.0082,0.00809,0.0019,0.0024,0
Chandpur,23.115352,90.902493,1.8392,0.2213,0.12801,0.473,0.00085,0.0,0.00421,0.6325,0.7307,0.0,1.0,0.01326,4.516,0.045,9.2e-05,0.125,0.2039,0.00452,0.00075,0.001,0
Chandpur,23.471631,90.463316,0.1964,0.6333,0.08728,0.1479,0.00027,0.7656,0.00219,0.4678,0.5303,0.0,0.0,0.00144,9.875,0.0537,5.8e-05,1.986,0.3837,0.00411,0.00438,0.00074,0
Chandpur,23.004743,90.841813,0.2023,1.3423,0.18182,0.1637,0.00111,0.4924,0.0014,0.5208,0.1148,0.0,0.0,0.01076,2.814,0.1227,0.000371,1.535,0.0107,0.00503,0.00181,0.00097,0
Chandpur,23.338032,90.708981,0.0974,1.6729,0.11114,0.3654,0.00174,0.7168,0.00464,0.2476,0.5575,1.0,0.0,0.002,4.365,0.0996,9.8e-05,4.993,0.0,0.00692,0.00368,0.00148,0
Chandpur,23.035442,90.829555,0.7578,1.0787,0.04927,0.4136,0.00066,0.6897,0.01253,0.3495,0.0,0.0,0.0,0.0036,6.146,0.1763,0.000242,0.674,0.3108,0.00488,0.00248,0.00164,0
Chandpur,23.376291,90.773012,0.2378,0.2611,0.14592,0.0,0.00143,0.6029,0.01915,0.6474,0.4379,0.0,0.0,0.01497,4.96,0.1608,0.000429,0.441,0.4225,0.00253,0.00203,0.00115,0
Chandpur,23.378859,90.811601,0.0768,0.6767,0.04795,0.0522,0.00258,0.7205,0.0035,0.5934,0.7634,0.0,0.0,0.00816,2.687,0.0993,3.6e-05,4.186,0.2135,0.00535,0.00393,0.00113,0
Chandpur,23.125576,90.669367,0.2213,0.5953,0.01753,0.2739,0.00283,0.1832,0.00474,0.6677,0.3885,0.0,0.0,0.00306,4.284,0.2414,6.9e-05,2.677,0.9755,0.00182,0.0025,0.00118,0
Chandpur,23.193978,90.599266,0.2082,0.5339,0.09867,0.0,0.00063,0.3834,0.00358,0.3609,0.8509,0.0,0.0,0.00835,12.309,0.1177,0.000346,3.058,0.0047,0.00215,0.0017,0.00242,0
Chandpur,23.288083,90.502273,0.0212,1.2025,0.64401,0.1494,0.00073,1.1571,0.00719,0.5889,0.6455,1.0,1.0,0.01671,9.726,0.0636,0.000282,4.211,0.2823,0.00221,0.00181,0.00048,0
Chandpur,23.351898,90.771968,0.4225,1.232,0.43662,0.0864,0.00055,0.7307,0.00731,0.7823,0.4077,0.0,0.0,0.00459,8.109,0.2954,0.000134,1.149,0.3484,0.00349,0.00158,0.00759,0
Chandpur,23.434687,90.623735,0.1836,0.3149,0.04651,0.3085,0.00095,0.0941,0.00365,0.375,0.5354,0.0,0.0,0.02505,4.628,0.3308,0.000335,2.388,0.5063,0.00812,0.00267,0.00231,0
Chandpur,23.434976,90.869482,0.2873,0.7716,0.10138,0.3876,0.00023,0.2329,0.00314,0.6568,0.1478,0.0,0.0,0.00232,5.915,0.4084,0.000151,2.956,0.7387,0.00293,0.00307,0.00239,0
